,sentence,aspect,ground_truth,predict_label,result
38,Harumi Sushi has the freshest and most delicious aspect_term in NYC.,array of sushi,positive,positive,True
39,"I highly recommend it for not just its superb aspect_term, but also for its friendly aspect_term and aspect_term.",cuisine,positive,positive,True
40,"I highly recommend it for not just its superb aspect_term, but also for its friendly aspect_term and aspect_term.",owners,positive,positive,True
41,"I highly recommend it for not just its superb aspect_term, but also for its friendly aspect_term and aspect_term.",staff,positive,positive,True
42,"If you're craving some serious aspect_term and desire a cozy aspect_term, this is quite and exquisite choice.",indian food,positive,positive,True
43,"If you're craving some serious aspect_term and desire a cozy aspect_term, this is quite and exquisite choice.",ambiance,positive,positive,True
44,I definitely enjoyed the aspect_term as well.,food,positive,positive,True
45,"It was pleasantly uncrowded, the aspect_term was delightful, the aspect_term adorable, the aspect_term (from aspect_term to aspect_term) was delectable.",service,positive,positive,True
46,"It was pleasantly uncrowded, the aspect_term was delightful, the aspect_term adorable, the aspect_term (from aspect_term to aspect_term) was delectable.",garden,positive,positive,True
47,"It was pleasantly uncrowded, the aspect_term was delightful, the aspect_term adorable, the aspect_term (from aspect_term to aspect_term) was delectable.",food,positive,positive,True
48,"It was pleasantly uncrowded, the aspect_term was delightful, the aspect_term adorable, the aspect_term (from aspect_term to aspect_term) was delectable.",appetizers,positive,positive,True
49,"It was pleasantly uncrowded, the aspect_term was delightful, the aspect_term adorable, the aspect_term (from aspect_term to aspect_term) was delectable.",entrees,positive,positive,True
50,"The aspect_term is surprisingly good, and the aspect_term is nice.",food,positive,positive,True
51,"The aspect_term is surprisingly good, and the aspect_term is nice.",decor,positive,positive,True
52,How pretentious and inappropriate for MJ Grill to claim that it provides power aspect_term and aspect_term!,lunch,negative,positive,False
53,How pretentious and inappropriate for MJ Grill to claim that it provides power aspect_term and aspect_term!,dinners,negative,positive,False
54,Two wasted aspect_term -- what a crime!,steaks,negative,negative,True
55,The aspect_term should be a bit more friendly.,staff,negative,positive,False
56,I think the aspect_term is good.,meatball parm,positive,positive,True
57,"If you want good tasting, well seasoned aspect_term eat at Cabana and you can't go wrong.",latin food,positive,positive,True
58,Definitely try the aspect_term - it was incredible.,taglierini with truffles,positive,positive,True
59,"Also, the aspect_term is very attentive and really personable.",staff,positive,positive,True
60,The aspect_term literally melts in your mouth!,gnocchi,positive,positive,True
61,Had a great experience at Trio ... aspect_term was pleasant; aspect_term was tasty and large in aspect_term - I would highly recommend the aspect_term and the aspect_term.,staff,positive,positive,True
62,Had a great experience at Trio ... aspect_term was pleasant; aspect_term was tasty and large in aspect_term - I would highly recommend the aspect_term and the aspect_term.,food,positive,positive,True
63,Had a great experience at Trio ... aspect_term was pleasant; aspect_term was tasty and large in aspect_term - I would highly recommend the aspect_term and the aspect_term.,portion size,positive,positive,True
64,Had a great experience at Trio ... aspect_term was pleasant; aspect_term was tasty and large in aspect_term - I would highly recommend the aspect_term and the aspect_term.,portobello/gorgonzola/sausage appetizer,positive,positive,True
65,Had a great experience at Trio ... aspect_term was pleasant; aspect_term was tasty and large in aspect_term - I would highly recommend the aspect_term and the aspect_term.,lobster risotto,positive,positive,True
66,"aspect_term include classics like aspect_term, aspect_term and aspect_term.",Entrees,neutral,positive,False
67,"aspect_term include classics like aspect_term, aspect_term and aspect_term.",lasagna,neutral,positive,False
68,"aspect_term include classics like aspect_term, aspect_term and aspect_term.",fettuccine Alfredo,neutral,positive,False
69,"aspect_term include classics like aspect_term, aspect_term and aspect_term.",chicken parmigiana,neutral,positive,False
70,"The aspect_term is good, the aspect_term I recommend.",food,positive,positive,True
71,"The aspect_term is good, the aspect_term I recommend.",teriyaki,positive,positive,True
72,aspect_term was very expensive for what you get.,Meal,negative,negative,True
73,Try the aspect_term and the aspect_term!,Peanut Butter Sorbet,positive,positive,True
74,Try the aspect_term and the aspect_term!,pizza with soy cheese,positive,positive,True
75,"Good aspect_term at the right aspect_term, what more can you ask for.",food,positive,positive,True
76,"Good aspect_term at the right aspect_term, what more can you ask for.",price,positive,positive,True
77,"The aspect_term is top notch, the aspect_term is attentive, and the aspect_term is great.",food,positive,positive,True
78,"The aspect_term is top notch, the aspect_term is attentive, and the aspect_term is great.",service,positive,positive,True
79,"The aspect_term is top notch, the aspect_term is attentive, and the aspect_term is great.",atmosphere,positive,positive,True
80,"Great aspect_term, great aspect_term, great aspect_term, and best of all GREAT aspect_term!",food,positive,positive,True
81,"Great aspect_term, great aspect_term, great aspect_term, and best of all GREAT aspect_term!",waitstaff,positive,positive,True
82,"Great aspect_term, great aspect_term, great aspect_term, and best of all GREAT aspect_term!",atmosphere,positive,positive,True
83,"Great aspect_term, great aspect_term, great aspect_term, and best of all GREAT aspect_term!",beer,positive,positive,True
84,this is still one of my most favorite restaurants in the area the aspect_term is inexpensive but very good (aspect_term was excellent) and has a great aspect_term.,food,positive,positive,True
85,this is still one of my most favorite restaurants in the area the aspect_term is inexpensive but very good (aspect_term was excellent) and has a great aspect_term.,kimono shrimp special,positive,positive,True
86,this is still one of my most favorite restaurants in the area the aspect_term is inexpensive but very good (aspect_term was excellent) and has a great aspect_term.,atmosphere,positive,positive,True
87,The aspect_term is interesting and quite reasonably aspect_term.,menu,positive,positive,True
88,The aspect_term is interesting and quite reasonably aspect_term.,priced,positive,positive,True
89,The aspect_term was delicious and clearly fresh aspect_term were used.,food,positive,positive,True
90,The aspect_term was delicious and clearly fresh aspect_term were used.,ingredients,positive,positive,True
91,This made it obvious that the aspect_term wasn't cooked fresh; it was obviously made before hand and then reheated.,food,negative,negative,True
92,aspect_term are excellent here; you can make a great (and inexpensive) aspect_term out of them.,Appetizer,positive,positive,True
93,aspect_term are excellent here; you can make a great (and inexpensive) aspect_term out of them.,meal,positive,positive,True
94,The aspect_term are a highlight.,spicy mussels,positive,positive,True
95,Also get the aspect_term -- best we've ever had.,Onion Rings,positive,positive,True
96,"However, being foodies, we were utterly disappointed with the aspect_term.",food,negative,negative,True
97,"Huge aspect_term, great and attentive aspect_term, and pretty good aspect_term.",portions,positive,positive,True
98,"Huge aspect_term, great and attentive aspect_term, and pretty good aspect_term.",service,positive,positive,True
99,"Huge aspect_term, great and attentive aspect_term, and pretty good aspect_term.",prices,positive,positive,True
100,I was highly disappointed by their aspect_term and aspect_term.,service,negative,negative,True
101,I was highly disappointed by their aspect_term and aspect_term.,food,negative,negative,True
102,"I complained to the aspect_term and then to the aspect_term, but the intensity of rudeness from them just went up.",waiter,negative,negative,True
103,"I complained to the aspect_term and then to the aspect_term, but the intensity of rudeness from them just went up.",manager,negative,negative,True
104,The aspect_term is great and the aspect_term are even better!,food,positive,positive,True
105,The aspect_term is great and the aspect_term are even better!,milkshakes,positive,positive,True
106,the aspect_term is amazing.,mushroom barley soup,positive,positive,True
107,"I'm glad I did as the aspect_term was very good and the aspect_term was friendly, courteous and efficient.",food,positive,positive,True
108,"I'm glad I did as the aspect_term was very good and the aspect_term was friendly, courteous and efficient.",staff,positive,positive,True
109,Their aspect_term here is also absolutely delicious.,duck,positive,positive,True
110,"While it was large and a bit noisy, the aspect_term were fantastic, and the aspect_term was superb.",drinks,positive,positive,True
111,"While it was large and a bit noisy, the aspect_term were fantastic, and the aspect_term was superb.",food,positive,positive,True
112,One caveat: Some of the aspect_term can be a trifle harsh.,curried casseroles,negative,negative,True
113,The aspect_term was almost always EXCELLENT.,food,positive,positive,True
114,I was pleasently surprised at the aspect_term.,taste,positive,negative,False
115,"A nice space, as long as it doesn't get too crowded and a singleminded devotion to its chosen aspect_term make Mare a great choice for aspect_term lovers.",cuisine,positive,positive,True
116,"A nice space, as long as it doesn't get too crowded and a singleminded devotion to its chosen aspect_term make Mare a great choice for aspect_term lovers.",seafood,positive,positive,True
117,I never had an aspect_term before so I gave it a shot.,orange donut,neutral,neutral,True
118,"they really provide a relaxing, laid-back aspect_term.",atmosphere,positive,positive,True
119,This particular location certainly uses substandard aspect_term.,meats,negative,negative,True
120,The aspect_term was less than accomodating.,Management,negative,positive,False
121,The aspect_term is also more laid-back and relaxed.,ambience,positive,positive,True
122,the aspect_term are great and all the aspect_term are homemade.,teas,positive,positive,True
123,the aspect_term are great and all the aspect_term are homemade.,sweets,positive,positive,True
124,aspect_term and the aspect_term are the best part in there,mojitos,positive,positive,True
125,aspect_term and the aspect_term are the best part in there,service,positive,positive,True
126,"aspect_term, aspect_term and aspect_term, like the aspect_term, are classic successes.",Sandwiches,positive,positive,True
127,"aspect_term, aspect_term and aspect_term, like the aspect_term, are classic successes.",burgers,positive,positive,True
128,"aspect_term, aspect_term and aspect_term, like the aspect_term, are classic successes.",salads,positive,positive,True
129,"aspect_term, aspect_term and aspect_term, like the aspect_term, are classic successes.",lemon-dressed cobb,positive,positive,True
130,The aspect_term is very intimate and romantic.,design,positive,positive,True
131,The aspect_term was wonderful and imaginative.,food,positive,positive,True
132,The aspect_term is very sharp and they look good too.,staff,positive,positive,True
133,The worst though was the aspect_term.,taste,negative,negative,True
134,The aspect_term we tried was tasteless and burned and the aspect_term was way too sweet.,fajita,negative,negative,True
135,The aspect_term we tried was tasteless and burned and the aspect_term was way too sweet.,mole sauce,negative,negative,True
136,Stay with the aspect_term and you'll be fine.,roasted chickens,positive,positive,True
137,"The aspect_term is warm, comfortable, artsy and sexy.",atmosphere,positive,positive,True
138,"The aspect_term is great (big aspect_term, reasonable aspect_term) and the aspect_term are really good.",food,positive,positive,True
139,"The aspect_term is great (big aspect_term, reasonable aspect_term) and the aspect_term are really good.",selection,positive,positive,True
140,"The aspect_term is great (big aspect_term, reasonable aspect_term) and the aspect_term are really good.",prices,positive,positive,True
141,"The aspect_term is great (big aspect_term, reasonable aspect_term) and the aspect_term are really good.",drinks,positive,positive,True
142,The aspect_term melted in my mouth.,steak,positive,negative,False
143,"The aspect_term did take a few extra minutes to come, but the cute aspect_term' jokes and friendliness made up for it.",food,neutral,negative,False
144,"The aspect_term did take a few extra minutes to come, but the cute aspect_term' jokes and friendliness made up for it.",waiters,positive,positive,True
145,"Most importantly, it is reasonably aspect_term.",priced,positive,positive,True
146,"The aspect_term is excellent (I'm not used to having much choice at restaurants), and the aspect_term is great.",selection of food,positive,positive,True
147,"The aspect_term is excellent (I'm not used to having much choice at restaurants), and the aspect_term is great.",atmosphere,positive,positive,True
148,"Only suggestion is that you skip the aspect_term, it was overpriced and fell short on aspect_term.",dessert,negative,negative,True
149,"Only suggestion is that you skip the aspect_term, it was overpriced and fell short on aspect_term.",taste,negative,negative,True
150,"aspect_term was decent, but not great.",Food,positive,positive,True
151,i dont know what some people who rave about this aspect_term are talking about.,hot dog,negative,neutral,False
152,it is a hidden delight complete with a quaint aspect_term and good aspect_term.,bar,positive,positive,True
153,it is a hidden delight complete with a quaint aspect_term and good aspect_term.,food,positive,positive,True
154,The aspect_term ALWAYS look angry and even ignore their high-tipping regulars.,waiters,negative,negative,True
155,"the aspect_term is very nice, and a welcome escape from the rest of the SI mall.",atmosphere,positive,positive,True
156,"Yes, they're a bit more expensive then typical, but then again, so is their aspect_term.",food,positive,negative,False
157,"I can say that the aspect_term, aspect_term and aspect_term were all fresh, tasty and the aspect_term at $9 was WELL WORTH the money.",wraps,positive,positive,True
158,"I can say that the aspect_term, aspect_term and aspect_term were all fresh, tasty and the aspect_term at $9 was WELL WORTH the money.",burgers,positive,positive,True
159,"I can say that the aspect_term, aspect_term and aspect_term were all fresh, tasty and the aspect_term at $9 was WELL WORTH the money.",salads,positive,positive,True
160,"I can say that the aspect_term, aspect_term and aspect_term were all fresh, tasty and the aspect_term at $9 was WELL WORTH the money.",mango margareta,positive,positive,True
161,"Anywhere else, the aspect_term would be 3x as high!",prices,positive,negative,False
162,The aspect_term we experienced was friendly and good.,service,positive,positive,True
163,Our aspect_term was friendly and it is a shame that he didnt have a supportive aspect_term to work with.,waiter,positive,positive,True
164,Our aspect_term was friendly and it is a shame that he didnt have a supportive aspect_term to work with.,staff,negative,neutral,False
165,The aspect_term I was seated at was uncomfortable.,folding chair,negative,negative,True
166,aspect_term was among the best I have ever had in NYC.,Service,positive,positive,True
167,The aspect_term was amazing.,fettucino alfredo,positive,positive,True
168,The aspect_term was very good and I was pleasantly surprised to see so many aspect_term.,food,positive,positive,True
169,The aspect_term was very good and I was pleasantly surprised to see so many aspect_term.,vegan options,positive,positive,True
170,I know real aspect_term and this wasn't it.,Indian food,negative,positive,False
171,"Be sure to try the aspect_term...aspect_term, aspect_term, aspect_term, the aspect_term, on and on and on...",Smoked Trout,positive,positive,True
172,"Be sure to try the aspect_term...aspect_term, aspect_term, aspect_term, the aspect_term, on and on and on...",Lamb Chops,positive,positive,True
173,"Be sure to try the aspect_term...aspect_term, aspect_term, aspect_term, the aspect_term, on and on and on...",Veal Chops,positive,positive,True
174,"Be sure to try the aspect_term...aspect_term, aspect_term, aspect_term, the aspect_term, on and on and on...",Rabbit,positive,positive,True
175,"Be sure to try the aspect_term...aspect_term, aspect_term, aspect_term, the aspect_term, on and on and on...",potato gratin,positive,positive,True
176,"Even when the aspect_term is not in the house, the aspect_term and aspect_term are right on target.",chef,neutral,negative,False
177,"Even when the aspect_term is not in the house, the aspect_term and aspect_term are right on target.",food,positive,negative,False
178,"Even when the aspect_term is not in the house, the aspect_term and aspect_term are right on target.",service,positive,positive,True
179,Everything from the aspect_term to the aspect_term and even the aspect_term were done well and very tasty.,eggs benedict,positive,positive,True
180,Everything from the aspect_term to the aspect_term and even the aspect_term were done well and very tasty.,mussels,positive,positive,True
181,Everything from the aspect_term to the aspect_term and even the aspect_term were done well and very tasty.,hamburger,positive,positive,True
182,"The aspect_term were very professional, courteous and attentive.",waiters,positive,positive,True
183,The aspect_term was rather over cooked and dried but the aspect_term was fine.,falafal,negative,negative,True
184,The aspect_term was rather over cooked and dried but the aspect_term was fine.,chicken,positive,positive,True
185,"I highly reccomend the aspect_term, it's insanely good.",grand marnier shrimp,positive,positive,True
186,"We been there and we really enjoy the aspect_term, was areally great aspect_term, and the aspect_term was really good.",food,positive,positive,True
187,"We been there and we really enjoy the aspect_term, was areally great aspect_term, and the aspect_term was really good.",food,positive,positive,True
188,"We been there and we really enjoy the aspect_term, was areally great aspect_term, and the aspect_term was really good.",service,positive,positive,True
189,aspect_term include aspect_term and aspect_term.,Desserts,neutral,neutral,True
190,aspect_term include aspect_term and aspect_term.,flan,neutral,neutral,True
191,aspect_term include aspect_term and aspect_term.,sopaipillas,neutral,neutral,True
192,I was starving and the small aspect_term were driving me crazy!,portions,negative,negative,True
193,The aspect_term was loud and inconsiderate.,wait staff,negative,negative,True
194,"However, the aspect_term and aspect_term and dramatically lacking.",food,negative,negative,True
195,"However, the aspect_term and aspect_term and dramatically lacking.",service,negative,negative,True
196,The aspect_term is cut in blocks bigger than my cell phone.,sushi,negative,positive,False
197,"The aspect_term is great, my aspect_term always arrives nice and hot.",service,positive,positive,True
198,"The aspect_term is great, my aspect_term always arrives nice and hot.",soup,positive,positive,True
199,It had been awhile and I forgot just how delicious aspect_term can be.,crepes,positive,positive,True
200,Montparnasse's aspect_term -- especially the silken aspect_term and paper-thin aspect_term -- are good enough on their own to make the restaurant worth the trip.,desserts,positive,positive,True
201,Montparnasse's aspect_term -- especially the silken aspect_term and paper-thin aspect_term -- are good enough on their own to make the restaurant worth the trip.,creme brulee,positive,positive,True
202,Montparnasse's aspect_term -- especially the silken aspect_term and paper-thin aspect_term -- are good enough on their own to make the restaurant worth the trip.,apple tart,positive,positive,True
203,i had a delicious aspect_term.,shrimp creole,positive,positive,True
204,The aspect_term was real good.,chicken dinner,positive,positive,True
205,Beware of the aspect_term not unless you want to call the fire department to douse the flames in your mouth.,chili signed food items,negative,negative,True
206,The aspect_term is designed in a contemporary Japanese style restaurant.,decor,neutral,positive,False
207,but the aspect_term was delicious.,food,positive,positive,True
208,"Try the aspect_term, sizzling aspect_term and couple it with aspect_term.",ribs,positive,positive,True
209,"Try the aspect_term, sizzling aspect_term and couple it with aspect_term.",beef,positive,positive,True
210,"Try the aspect_term, sizzling aspect_term and couple it with aspect_term.",coconut rice,positive,positive,True
211,The aspect_term is a personal fave.,avocado salad,positive,positive,True
212,"And, the aspect_term are yummy!",honey BBQ rib tips,positive,positive,True
213,The BEST aspect_term Uptown!,Chinese food,positive,positive,True
214,aspect_term is known for bending over backwards to make everyone happy.,Service,positive,positive,True
215,The aspect_term is very friendly.,staff,positive,positive,True
216,aspect_term are very friendly and the aspect_term is out of this world.,Waiters,positive,positive,True
217,aspect_term are very friendly and the aspect_term is out of this world.,pasta,positive,positive,True
218,Great aspect_term and great aspect_term.,wine list,positive,positive,True
219,Great aspect_term and great aspect_term.,cocktail menu,positive,positive,True
220,The aspect_term are delicious and the aspect_term was perfect.,crab cakes,positive,positive,True
221,The aspect_term are delicious and the aspect_term was perfect.,BBQ rib,positive,positive,True
222,"The aspect_term is wonderful, artfully done and simply delicious.",food,positive,positive,True
223,Tiny restaurant with very fast aspect_term.,service,positive,positive,True
224,My husband and I have been there at least 6 times and we've always been given the highest aspect_term and often free aspect_term.,service,positive,positive,True
225,My husband and I have been there at least 6 times and we've always been given the highest aspect_term and often free aspect_term.,desserts,positive,positive,True
226,"A beautiful aspect_term, perfect for aspect_term and/or aspect_term.",atmosphere,positive,positive,True
227,"A beautiful aspect_term, perfect for aspect_term and/or aspect_term.",drinks,neutral,positive,False
228,"A beautiful aspect_term, perfect for aspect_term and/or aspect_term.",appetizers,neutral,positive,False
229,They make the best aspect_term in New Jersey.,pizza,positive,positive,True
230,"What a difference, the aspect_term was very comforting and the aspect_term was better than average, but what really standed out was such a dynamic and extensive aspect_term.",service,positive,positive,True
231,"What a difference, the aspect_term was very comforting and the aspect_term was better than average, but what really standed out was such a dynamic and extensive aspect_term.",food,positive,positive,True
232,"What a difference, the aspect_term was very comforting and the aspect_term was better than average, but what really standed out was such a dynamic and extensive aspect_term.",beer list,positive,positive,True
233,"Frankly, the aspect_term here is something I can make better at home.",chinese food,negative,negative,True
234,There was only one aspect_term for the whole restaurant upstairs.,waiter,neutral,neutral,True
235,We started with the aspect_term and aspect_term and also had the aspect_term as well as the aspect_term.,scallops,neutral,neutral,True
236,We started with the aspect_term and aspect_term and also had the aspect_term as well as the aspect_term.,asparagus,neutral,positive,False
237,We started with the aspect_term and aspect_term and also had the aspect_term as well as the aspect_term.,soft shell crab,neutral,positive,False
238,We started with the aspect_term and aspect_term and also had the aspect_term as well as the aspect_term.,cheese plate,neutral,neutral,True
239,"Not to be overlooked, the aspect_term is excellent.",service,positive,positive,True
240,this without question is one of the worst aspect_term i have ever had.,hotdogs,negative,negative,True
241,"The aspect_term is unbelievably friendly, and I dream about their aspect_term...so good.",staff,positive,positive,True
242,"The aspect_term is unbelievably friendly, and I dream about their aspect_term...so good.",Saag gosht,positive,positive,True
243,I also recommend the aspect_term.,garlic knots,positive,positive,True
244,Best aspect_term I have ever eaten.,Indian food,positive,positive,True
245,This place has the best aspect_term.,pizza,positive,positive,True
246,The aspect_term which is sometimes a little too heavy for my taste.,music,negative,negative,True
247,The aspect_term is excellent and always informative without an air.,service,positive,positive,True
248,The aspect_term and aspect_term go to great lengths to make you feel comfortable.,owner,positive,positive,True
249,The aspect_term and aspect_term go to great lengths to make you feel comfortable.,staff,positive,positive,True
250,The aspect_term is always fresh and yummy and the aspect_term is pretty varied.,sushi,positive,positive,True
251,The aspect_term is always fresh and yummy and the aspect_term is pretty varied.,menu,positive,positive,True
252,"The aspect_term was great - aspect_term was good, but the aspect_term amazed us.",food,positive,positive,True
253,"The aspect_term was great - aspect_term was good, but the aspect_term amazed us.",sushi,positive,positive,True
254,"The aspect_term was great - aspect_term was good, but the aspect_term amazed us.",cooked food,positive,positive,True
255,their aspect_term are fantastic.,dinner specials,positive,positive,True
256,"Great aspect_term, great aspect_term, nice aspect_term.",food,positive,positive,True
257,"Great aspect_term, great aspect_term, nice aspect_term.",drinks,positive,positive,True
258,"Great aspect_term, great aspect_term, nice aspect_term.",dining atmosphere,positive,positive,True
259,"For the aspect_term you pay for the aspect_term here, you'd expect it to be at least on par with other Japanese restaurants.",price,negative,negative,True
260,"For the aspect_term you pay for the aspect_term here, you'd expect it to be at least on par with other Japanese restaurants.",food,negative,neutral,False
261,aspect_term was SMALL and below average.,Food portion,negative,negative,True
262,Sit back in one of those comfortable aspect_term.,chairs,positive,positive,True
263,My favs here are the aspect_term and the aspect_term...,Tacos Pastor,positive,positive,True
264,My favs here are the aspect_term and the aspect_term...,Tostada de Tinga,positive,positive,True
265,"The aspect_term and the aspect_term are really nice and the aspect_term is very comfy and laid-back, all the while being trendy.",bartenders,positive,positive,True
266,"The aspect_term and the aspect_term are really nice and the aspect_term is very comfy and laid-back, all the while being trendy.",managers,positive,positive,True
267,"The aspect_term and the aspect_term are really nice and the aspect_term is very comfy and laid-back, all the while being trendy.",decor,positive,positive,True
268,"For a savory take on the aspect_term, try the aspect_term.",soup and sandwich meal,positive,positive,True
269,"For a savory take on the aspect_term, try the aspect_term.",hot and sour soup,positive,positive,True
270,"This bar has it all - great aspect_term, cool aspect_term, excellent aspect_term and delicious aspect_term.",drinks,positive,positive,True
271,"This bar has it all - great aspect_term, cool aspect_term, excellent aspect_term and delicious aspect_term.",atmosphere,positive,positive,True
272,"This bar has it all - great aspect_term, cool aspect_term, excellent aspect_term and delicious aspect_term.",service,positive,positive,True
273,"This bar has it all - great aspect_term, cool aspect_term, excellent aspect_term and delicious aspect_term.",food,positive,positive,True
274,"Also, the aspect_term is divine.",chick peas with shrimp (appetizer),positive,positive,True
275,"Finally, I got sick of the bad aspect_term, obnoxious smirks, and snotty back talk.",service,negative,negative,True
276,We ordered aspect_term which was perfectly cooked and tasted awesome.,lamb,positive,positive,True
277,i especially like their aspect_term.,soft shell crab sandwich with fries,positive,positive,True
278,"if you're looking for authentic aspect_term, look no further.",hong kong-style food,positive,positive,True
279,good aspect_term good aspect_term that's it.,food,positive,positive,True
280,good aspect_term good aspect_term that's it.,wine,positive,positive,True
281,The aspect_term was extremely friendly and pleasant.,staff,positive,positive,True
282,"While their aspect_term is delicious, their aspect_term is out of this world.",kitchen food,positive,positive,True
283,"While their aspect_term is delicious, their aspect_term is out of this world.",Sushi,positive,positive,True
284,"everything is scrumptious, from the excellent aspect_term by cute aspect_term, to the extremely lush aspect_term.",service,positive,positive,True
285,"everything is scrumptious, from the excellent aspect_term by cute aspect_term, to the extremely lush aspect_term.",waitresses,positive,positive,True
286,"everything is scrumptious, from the excellent aspect_term by cute aspect_term, to the extremely lush aspect_term.",atmosphere,positive,positive,True
287,"It's traditional, simple aspect_term.",italian food,positive,positive,True
288,"The aspect_term is all-around good, with the aspect_term usually excellent and the aspect_term not quite on the same level.",food,positive,positive,True
289,"The aspect_term is all-around good, with the aspect_term usually excellent and the aspect_term not quite on the same level.",rolls,positive,positive,True
290,"The aspect_term is all-around good, with the aspect_term usually excellent and the aspect_term not quite on the same level.",sushi/sashimi,neutral,positive,False
291,(The aspect_term is cut a little thinly.,sashimi,negative,negative,True
292,Could have had better for 1/3 the aspect_term in Chinatown.,price,negative,negative,True
293,"In addition to great aspect_term, DOTP has wonderful aspect_term that feature, in addition to great things like aspect_term and aspect_term, a delicious NJ-based aspect_term know to us Jersey girls and boys as aspect_term.",hot dogs,positive,positive,True
294,"In addition to great aspect_term, DOTP has wonderful aspect_term that feature, in addition to great things like aspect_term and aspect_term, a delicious NJ-based aspect_term know to us Jersey girls and boys as aspect_term.",breakfast sandwiches,positive,positive,True
295,"In addition to great aspect_term, DOTP has wonderful aspect_term that feature, in addition to great things like aspect_term and aspect_term, a delicious NJ-based aspect_term know to us Jersey girls and boys as aspect_term.",tator tots,positive,positive,True
296,"In addition to great aspect_term, DOTP has wonderful aspect_term that feature, in addition to great things like aspect_term and aspect_term, a delicious NJ-based aspect_term know to us Jersey girls and boys as aspect_term.",English muffins,positive,positive,True
297,"In addition to great aspect_term, DOTP has wonderful aspect_term that feature, in addition to great things like aspect_term and aspect_term, a delicious NJ-based aspect_term know to us Jersey girls and boys as aspect_term.",pork product,positive,positive,True
298,"In addition to great aspect_term, DOTP has wonderful aspect_term that feature, in addition to great things like aspect_term and aspect_term, a delicious NJ-based aspect_term know to us Jersey girls and boys as aspect_term.",Taylor ham,positive,positive,True
