,sentence,aspect,ground_truth,predict_label,result
35,Everything I wanted and everything I needed and the aspect_term was great!,price,positive,positive,True
36,It's not inexpensive but the aspect_term is impressive for a computer this small.,Hardware performance,positive,positive,True
37,"This thing is awesome, everything always aspect_term, everything is always easy to aspect_term, everything is compatible, its literally everything I could ask for.",works,positive,positive,True
38,"This thing is awesome, everything always aspect_term, everything is always easy to aspect_term, everything is compatible, its literally everything I could ask for.",set up,positive,positive,True
39,aspect_term responds well to presses.,Keyboard,positive,neutral,False
40,"Lastly, aspect_term is annoying.",Windows 8,negative,negative,True
41,Everything is so easy and intuitive to aspect_term or aspect_term.,setup,positive,neutral,False
42,Everything is so easy and intuitive to aspect_term or aspect_term.,configure,positive,neutral,False
43,Biggest complaint is aspect_term .,Windows 8,negative,negative,True
44,Only 2 aspect_term...seems kind of...limited.,usb ports,negative,negative,True
45,It has all the expected aspect_term and more +plus a wide aspect_term and more than roomy aspect_term.,features,positive,positive,True
46,It has all the expected aspect_term and more +plus a wide aspect_term and more than roomy aspect_term.,screen,positive,positive,True
47,It has all the expected aspect_term and more +plus a wide aspect_term and more than roomy aspect_term.,keyboard,positive,positive,True
48,Amazing aspect_term for anything I throw at it.,Performance,positive,positive,True
49,The receiver was full of superlatives for the aspect_term and aspect_term.,quality,positive,positive,True
50,The receiver was full of superlatives for the aspect_term and aspect_term.,performance,positive,positive,True
51,I was extremely happy with the aspect_term itself.,OS,positive,positive,True
52,The new MBP offers great aspect_term and gives us confidence that we are not going to need to purchase a new laptop in 18 months.,portability,positive,positive,True
53,"The criticism has waned, and now I'd be the first to recommend an Air for truly aspect_term.",portable computing,positive,negative,False
54,I would have given it 5 starts was it not for the fact that it had aspect_term,Windows 8,negative,negative,True
55,"aspect_term is wonderful, well worth it.",MS Office 2011 for Mac,positive,positive,True
56,But the aspect_term of Mac Mini is a huge disappointment.,performance,negative,negative,True
57,They don't just aspect_term good; they deliver excellent aspect_term.,look,positive,positive,True
58,They don't just aspect_term good; they deliver excellent aspect_term.,performance,positive,positive,True
59,I have had it over a year now with out a Glitch of any kind..I love the aspect_term and aspect_term...this thing is Fast and clear as can be.,lit up keys,positive,positive,True
60,I have had it over a year now with out a Glitch of any kind..I love the aspect_term and aspect_term...this thing is Fast and clear as can be.,screen display,positive,positive,True
61,The aspect_term is not hard to figure out if you are familiar with aspect_term.,Mountain Lion OS,positive,negative,False
62,The aspect_term is not hard to figure out if you are familiar with aspect_term.,Microsoft Windows,neutral,neutral,True
63,"However, I can refute that aspect_term is ""FAST"".",OSX,negative,positive,False
64,Enjoy using aspect_term!,Microsoft Office,positive,positive,True
65,Incredible aspect_term and brilliant aspect_term.,graphics,positive,positive,True
66,Incredible aspect_term and brilliant aspect_term.,colors,positive,positive,True
67,aspect_term are purely amazing.,Built-in apps,positive,positive,True
68,Cons: aspect_term.,Screen resolution,negative,neutral,False
69,From the aspect_term to the aspect_term this aspect_term beats aspect_term easily.,speed,positive,positive,True
70,From the aspect_term to the aspect_term this aspect_term beats aspect_term easily.,multi touch gestures,positive,positive,True
71,From the aspect_term to the aspect_term this aspect_term beats aspect_term easily.,operating system,positive,positive,True
72,From the aspect_term to the aspect_term this aspect_term beats aspect_term easily.,Windows,negative,positive,False
73,I really like the aspect_term and I'm a fan of the ACERS.,size,positive,positive,True
74,"I opted for the aspect_term ($1500-2000) which also support ""accidents"" like drops and spills that are NOT covered by aspect_term.",SquareTrade 3-Year Computer Accidental Protection Warranty,positive,positive,True
75,"I opted for the aspect_term ($1500-2000) which also support ""accidents"" like drops and spills that are NOT covered by aspect_term.",AppleCare,negative,positive,False
76,It's light and easy to aspect_term.,transport,positive,positive,True
77,Once you get past learning how to use the poorly designed aspect_term you may feel frustrated.,Windows 8 Set-Up,negative,negative,True
78,"It's been time for a new laptop, and the only debate was which aspect_term of the Mac laptops, and whether to spring for the aspect_term.",size,neutral,neutral,True
79,"It's been time for a new laptop, and the only debate was which aspect_term of the Mac laptops, and whether to spring for the aspect_term.",retina display,neutral,neutral,True
80,The reason why I choose apple MacBook because of their aspect_term and the aspect_term.,design,positive,positive,True
81,The reason why I choose apple MacBook because of their aspect_term and the aspect_term.,aluminum casing,positive,positive,True
82,The aspect_term sure makes it stand out.,aluminum body,positive,positive,True
83,"It is very easy to aspect_term, and aspect_term are recognized almost instantly.",integrate bluetooth devices,positive,positive,True
84,"It is very easy to aspect_term, and aspect_term are recognized almost instantly.",USB devices,positive,positive,True
85,"And the fact that Apple is driving the 13"" RMBP with the aspect_term seems underpowered (to me.",Intel4000 graphic chip,negative,positive,False
86,Apple removed the aspect_term (will work with aspect_term) and put the aspect_term in a silly position on the back.,DVD drive Firewire port,neutral,neutral,True
87,Apple removed the aspect_term (will work with aspect_term) and put the aspect_term in a silly position on the back.,adapter,neutral,neutral,True
88,Apple removed the aspect_term (will work with aspect_term) and put the aspect_term in a silly position on the back.,SDXC slot,negative,neutral,False
89,The aspect_term of the laptop will make it worth the money.,durability,positive,positive,True
90,Well aspect_term and fast.,designed,positive,positive,True
91,"But I was completely wrong, this computer is UNBELIEVABLE amazing and easy to aspect_term.",use,positive,positive,True
92,Exactly as posted plus a great aspect_term.,value,positive,positive,True
93,The aspect_term are pretty good too.,specs,positive,positive,True
94,"Apple is unmatched in aspect_term,aspect_term,aspect_term, and aspect_term.",product quality,positive,positive,True
95,"Apple is unmatched in aspect_term,aspect_term,aspect_term, and aspect_term.",aesthetics,positive,positive,True
96,"Apple is unmatched in aspect_term,aspect_term,aspect_term, and aspect_term.",craftmanship,positive,positive,True
97,"Apple is unmatched in aspect_term,aspect_term,aspect_term, and aspect_term.",customer service,positive,positive,True
98,It is a great aspect_term and amazing aspect_term included!,size,positive,positive,True
99,It is a great aspect_term and amazing aspect_term included!,windows 8,positive,positive,True
100,I do not like too much aspect_term.,Windows 8,negative,negative,True
101,aspect_term are incredibly long: over two minutes.,Startup times,negative,negative,True
102,Also stunning aspect_term and speedy,colors,positive,positive,True
103,great aspect_term free aspect_term what else can i ask for!!,price,positive,positive,True
104,great aspect_term free aspect_term what else can i ask for!!,shipping,positive,positive,True
105,This aspect_term is terrific.,mouse,positive,positive,True
106,It is really thick around the aspect_term.,battery,neutral,positive,False
107,And aspect_term works like a charm.,windows 7,positive,positive,True
108,":) Great product, great aspect_term, great aspect_term, and great aspect_term.",price,positive,positive,True
109,":) Great product, great aspect_term, great aspect_term, and great aspect_term.",delivery,positive,positive,True
110,":) Great product, great aspect_term, great aspect_term, and great aspect_term.",service,positive,positive,True
111,:] It arrived so fast and aspect_term was great.,customer service,positive,positive,True
112,tried aspect_term and hated it !!!,windows 8,negative,negative,True
113,aspect_term was a breeze.,Set up,positive,positive,True
114,But I do NOT like aspect_term.,Win8,negative,negative,True
115,I am still in the process of learning about its aspect_term.,features,neutral,positive,False
116,"I had the same reasons as most PC users: the aspect_term, the overbearing restrictions of aspect_term and lack of aspect_term.",price,negative,negative,True
117,"I had the same reasons as most PC users: the aspect_term, the overbearing restrictions of aspect_term and lack of aspect_term.",OSX,negative,negative,True
118,"I had the same reasons as most PC users: the aspect_term, the overbearing restrictions of aspect_term and lack of aspect_term.",support for games,negative,negative,True
119,"I wanted it for it's aspect_term and man, this little bad boy is very nice.",mobility,positive,positive,True
120,I found the mini to be:Exceptionally easy to aspect_term,set up,positive,positive,True
121,Having aspect_term is why I bought this Mini.,USB3,positive,negative,False
122,The aspect_term is nice and loud; I don't have any problems with hearing anything.,sound,positive,positive,True
123,"It is very slim, the aspect_term is very much impressed with me.",track pad,positive,positive,True
124,The aspect_term are not user-friendly either.,settings,negative,negative,True
125,Thank goodness for aspect_term!,OpenOffice,positive,positive,True
126,"Awesome aspect_term, great aspect_term, wonderful aspect_term.",form factor,positive,positive,True
127,"Awesome aspect_term, great aspect_term, wonderful aspect_term.",battery life,positive,positive,True
128,"Awesome aspect_term, great aspect_term, wonderful aspect_term.",UX,positive,positive,True
129,i love the aspect_term and the aspect_term.,keyboard,positive,positive,True
130,i love the aspect_term and the aspect_term.,screen,positive,positive,True
131,"However, there are MAJOR issues with the aspect_term which render the device nearly useless.",touchpad,negative,negative,True
132,I've already upgraded o aspect_term and I am impressed with everything about this computer.,Mavericks,positive,positive,True
133,Not as fast as I would have expect for an aspect_term.,i5,negative,neutral,False
134,thanks for great aspect_term and aspect_term!,service,positive,positive,True
135,thanks for great aspect_term and aspect_term!,shipping,positive,positive,True
136,"The aspect_term seems quite good, and aspect_term like aspect_term work great with my phone and camera.",performance,positive,positive,True
137,"The aspect_term seems quite good, and aspect_term like aspect_term work great with my phone and camera.",built-in applications,positive,positive,True
138,"The aspect_term seems quite good, and aspect_term like aspect_term work great with my phone and camera.",iPhoto,positive,positive,True
139,I did swap out the aspect_term for a aspect_term which I highly recommend.,hard drive,neutral,neutral,True
140,I did swap out the aspect_term for a aspect_term which I highly recommend.,Samsung 830 SSD,positive,neutral,False
141,aspect_term in a hurry and everything is ready to go.,Starts up,positive,negative,False
142,"Yes, that's a good thing, but it's made from aspect_term that scratches easily.",aluminum,negative,positive,False
143,Quick and has aspect_term.,built in virus control,positive,positive,True
144,Took a long time trying to decide between one with aspect_term and one without.,retina display,neutral,neutral,True
145,I was also informed that the aspect_term of the Mac Book were dirty.,components,negative,negative,True
146,"the aspect_term problems have been so bad, i can't wait till it completely dies in 3 years, TOPS!",hardware,negative,negative,True
147,It's so nice that the aspect_term last so long and that this machine has the aspect_term!,battery,positive,positive,True
148,It's so nice that the aspect_term last so long and that this machine has the aspect_term!,snow lion,positive,positive,True
149,HOWEVER I chose two day aspect_term and it took over a week to arrive.,shipping,negative,neutral,False
150,"it's exactly what i wanted, and it has all the new aspect_term and whatnot.",features,positive,positive,True
151,Can you buy any laptop that matches the aspect_term of a MacBook?,quality,positive,negative,False
152,"It feels cheap, the aspect_term is not very sensitive.",keyboard,negative,negative,True
153,"Though please note that sometimes it crashes, and the aspect_term isnt superb.",sound quality,negative,negative,True
154,It is very easy to aspect_term even for a novice.,navigate,positive,positive,True
155,"Does everything I need it to, has a wonderful aspect_term and I couldn't be happier.",battery life,positive,positive,True
156,Great aspect_term and aspect_term.,Performance,positive,positive,True
157,Great aspect_term and aspect_term.,Quality,positive,positive,True
158,"I used aspect_term, aspect_term, and aspect_term extensively.",windows XP,neutral,neutral,True
159,"I used aspect_term, aspect_term, and aspect_term extensively.",windows Vista,neutral,neutral,True
160,"I used aspect_term, aspect_term, and aspect_term extensively.",Windows 7,neutral,neutral,True
161,I did add a aspect_term and aspect_term,SSD drive,neutral,neutral,True
162,I did add a aspect_term and aspect_term,memory,neutral,neutral,True
163,On aspect_term it asks endless questions just so aspect_term can sell you more of their products.,start up,negative,positive,False
164,On aspect_term it asks endless questions just so aspect_term can sell you more of their products.,itune,negative,positive,False
165,I Have been a Pc user for a very long time now but I will get used to this new aspect_term.,OS,neutral,neutral,True
166,"One more thing, this mac does NOT come with aspect_term and I am not sure if you can make them direct from the mac like you can with newer PC's, also the aspect_term are made of the same cheap aspect_term as the iPhone/iPod touch cables.",restore disks,negative,neutral,False
167,"One more thing, this mac does NOT come with aspect_term and I am not sure if you can make them direct from the mac like you can with newer PC's, also the aspect_term are made of the same cheap aspect_term as the iPhone/iPod touch cables.",charging cables,negative,positive,False
168,"One more thing, this mac does NOT come with aspect_term and I am not sure if you can make them direct from the mac like you can with newer PC's, also the aspect_term are made of the same cheap aspect_term as the iPhone/iPod touch cables.",material,negative,positive,False
169,I bought it to my son who uses it for aspect_term.,graphic design,neutral,neutral,True
170,I never tried any aspect_term with that iMac.,external mics,neutral,negative,False
171,The new aspect_term is great on my macbook pro!,os,positive,positive,True
172,"I have experienced no problems, aspect_term as anticipated.",works,positive,negative,False
173,aspect_term is running great.,System,positive,positive,True
174,Easy to aspect_term and even aspect_term.,customize setting,positive,positive,True
175,Easy to aspect_term and even aspect_term.,create your own bookmarks,positive,positive,True
176,"The MAC Mini, aspect_term and a aspect_term is all I need to get some real work done.",wireless keyboard / mouse,neutral,positive,False
177,"The MAC Mini, aspect_term and a aspect_term is all I need to get some real work done.",HDMI cable,neutral,positive,False
178,"it has all the aspect_term that we expected and the aspect_term was good, aspect_term well so far.",features,positive,positive,True
179,"it has all the aspect_term that we expected and the aspect_term was good, aspect_term well so far.",price,positive,positive,True
180,"it has all the aspect_term that we expected and the aspect_term was good, aspect_term well so far.",working,positive,positive,True
181,"I work as a designer and coder and I needed a new buddy to work with, not aspect_term.",gaming,neutral,neutral,True
182,The new aspect_term makes this computer into a super iPad.,operating system,positive,positive,True
183,Easy to aspect_term and go!,set up,positive,positive,True
184,I can't believe how quiet the aspect_term is and how quick this thing aspect_term.,hard drive,positive,positive,True
185,I can't believe how quiet the aspect_term is and how quick this thing aspect_term.,boots up,positive,positive,True
186,The only issue came when I tried aspect_term to the mac.,scanning,negative,negative,True
187,I think this is about as good as it gets at anything close to this aspect_term.,price point,neutral,neutral,True
188,It's just what we were looking for and it aspect_term great.,works,positive,positive,True
189,It's so quick and responsive that it makes aspect_term / aspect_term on a computer so much more pleasurable!,working,positive,positive,True
190,It's so quick and responsive that it makes aspect_term / aspect_term on a computer so much more pleasurable!,surfing,positive,positive,True
191,"It aspect_term fine, and all the aspect_term seems to run pretty well.",works,positive,positive,True
192,"It aspect_term fine, and all the aspect_term seems to run pretty well.",software,positive,positive,True
193,"I'm using this computer for aspect_term, aspect_term, some aspect_term, and I'm learning aspect_term.",word processing,neutral,neutral,True
194,"I'm using this computer for aspect_term, aspect_term, some aspect_term, and I'm learning aspect_term.",web browsing,neutral,neutral,True
195,"I'm using this computer for aspect_term, aspect_term, some aspect_term, and I'm learning aspect_term.",gaming,neutral,neutral,True
196,"I'm using this computer for aspect_term, aspect_term, some aspect_term, and I'm learning aspect_term.",programming,neutral,positive,False
197,"My wife was so excited to open the box, but quickly came to see that it did not aspect_term as it should.",function,negative,negative,True
198,"I wanted a computer that was quite, fast, and that had overall great aspect_term.",performance,neutral,positive,False
199,aspect_term is a mixed bag.,"Apple ""Help""",negative,neutral,False
200,It suddenly can not aspect_term.,work,negative,negative,True
201,"aspect_term was in poor condition, had to replace it.",Harddrive,negative,negative,True
202,The aspect_term is a bit obscure in the rear corner.,on/off switch,negative,negative,True
203,My only complaint is the total lack of aspect_term that come with the mac mini.,instructions,negative,negative,True
204,"The only task that this computer would not be good enough for would be aspect_term, otherwise the integrated Intel 4000 graphics work well for other tasks.",gaming,negative,negative,True
205,"I use it mostly for aspect_term (aspect_term, aspect_term, aspect_term) and its reliable.",content creation,positive,positive,True
206,"I use it mostly for aspect_term (aspect_term, aspect_term, aspect_term) and its reliable.",Audio,positive,positive,True
207,"I use it mostly for aspect_term (aspect_term, aspect_term, aspect_term) and its reliable.",video,positive,neutral,False
208,"I use it mostly for aspect_term (aspect_term, aspect_term, aspect_term) and its reliable.",photo editing,positive,positive,True
209,aspect_term is bright and gorgeous.,Screen,positive,positive,True
210,"The only solution is to turn the aspect_term down, etc.",brightness,neutral,neutral,True
211,If you want more information on macs I suggest going to apple.com and heading towards the macbook page for more information on the aspect_term.,applications,neutral,neutral,True
212,"It is robust, with a friendly aspect_term as all Apple products.",use,positive,positive,True
213,It is fast and easy to aspect_term.,use,positive,positive,True
214,And the fact that it comes with an aspect_term definitely speeds things up,i5 processor,positive,positive,True
215,I have been PC for years but this computer is intuitive and its aspect_term are a great help,built in features,positive,positive,True
216,"Nice aspect_term, aspect_term works great!",screen,positive,positive,True
217,"Nice aspect_term, aspect_term works great!",keyboard,positive,positive,True
218,I was amazed at how fast the aspect_term was.,delivery,positive,positive,True
219,I've installed to it additional aspect_term and aspect_term.,SSD,neutral,neutral,True
220,I've installed to it additional aspect_term and aspect_term.,16Gb RAM,neutral,neutral,True
221,The aspect_term was gone and it was not able to be used.,memory,negative,negative,True
222,It aspect_term great and I am so happy I bought it.,works,positive,positive,True
223,"I like the aspect_term and ease of use with the aspect_term, plenty of aspect_term.",design,positive,positive,True
224,"I like the aspect_term and ease of use with the aspect_term, plenty of aspect_term.",keyboard,positive,positive,True
225,"I like the aspect_term and ease of use with the aspect_term, plenty of aspect_term.",ports,positive,positive,True
226,it definitely beats my old mac and the aspect_term was great.,service,positive,positive,True
227,aspect_term is very quick with aspect_term.,Web browsing,positive,positive,True
228,aspect_term is very quick with aspect_term.,Safari browser,positive,positive,True
229,I like the aspect_term at night.,lighted screen,positive,positive,True
230,It is really easy to aspect_term and it is quick to aspect_term.,use,positive,positive,True
231,It is really easy to aspect_term and it is quick to aspect_term.,start up,positive,positive,True
232,I've lived with the crashes and slow aspect_term and restarts.,operation,negative,negative,True
233,aspect_term are noticably less expensive than the aspect_term ones.,USB3 Peripherals,positive,positive,True
234,aspect_term are noticably less expensive than the aspect_term ones.,ThunderBolt,negative,negative,True
235,And mine had broke but I sent it in under aspect_term - no problems.,warranty,positive,negative,False
236,"It's fast, light, and is perfect for aspect_term, which is mostly why I bought it in the first place.",media editing,positive,positive,True
237,"The aspect_term lasts as advertised (give or take 15-20 minutes), and the entire aspect_term is very elegant.",battery,positive,positive,True
238,"The aspect_term lasts as advertised (give or take 15-20 minutes), and the entire aspect_term is very elegant.",user experience,positive,positive,True
239,Thanks for the fast aspect_term and great aspect_term.,shipment,positive,positive,True
240,Thanks for the fast aspect_term and great aspect_term.,price,positive,positive,True
241,"!Excelent aspect_term, aspect_term, aspect_term and aspect_term.",performance,positive,positive,True
242,"!Excelent aspect_term, aspect_term, aspect_term and aspect_term.",usability,positive,positive,True
243,"!Excelent aspect_term, aspect_term, aspect_term and aspect_term.",presentation,positive,positive,True
244,"!Excelent aspect_term, aspect_term, aspect_term and aspect_term.",time response,positive,positive,True
245,The smaller aspect_term was a bonus because of space restrictions.,size,positive,positive,True
246,I blame the aspect_term.,Mac OS,negative,negative,True
247,"In fact I still use many aspect_term (aspect_term, aspect_term, aspect_term, aspect_term etc)!",Legacy programs,neutral,neutral,True
248,"In fact I still use many aspect_term (aspect_term, aspect_term, aspect_term, aspect_term etc)!",Appleworks,neutral,neutral,True
249,"In fact I still use many aspect_term (aspect_term, aspect_term, aspect_term, aspect_term etc)!",FileMaker Pro,neutral,neutral,True
250,"In fact I still use many aspect_term (aspect_term, aspect_term, aspect_term, aspect_term etc)!",Quicken,neutral,neutral,True
251,"In fact I still use many aspect_term (aspect_term, aspect_term, aspect_term, aspect_term etc)!",Photoshop,neutral,neutral,True
252,I like the aspect_term.,operating system,positive,positive,True
253,I love the aspect_term.,form factor,positive,positive,True
254,It's fast at aspect_term.,loading the internet,positive,positive,True
255,So much faster and sleeker aspect_term.,looking,positive,positive,True
256,"Unfortunately, it runs aspect_term and Microsoft is dropping aspect_term next April.",XP,neutral,positive,False
257,"Unfortunately, it runs aspect_term and Microsoft is dropping aspect_term next April.",support,negative,positive,False
258,"First off, I really do like my MBP... once used to the aspect_term it is pretty easy to get around, and the aspect_term is great... eg the aspect_term is one of the best to type on.",OS,positive,positive,True
259,"First off, I really do like my MBP... once used to the aspect_term it is pretty easy to get around, and the aspect_term is great... eg the aspect_term is one of the best to type on.",overall build,positive,positive,True
260,"First off, I really do like my MBP... once used to the aspect_term it is pretty easy to get around, and the aspect_term is great... eg the aspect_term is one of the best to type on.",keyboard,positive,positive,True
261,It is made of such solid aspect_term and since I have never had a Mac using my iPhone helped me get used to the aspect_term a bit.,construction,positive,positive,True
262,It is made of such solid aspect_term and since I have never had a Mac using my iPhone helped me get used to the aspect_term a bit.,system,neutral,neutral,True
263,Very nice aspect_term.,unibody construction,positive,positive,True
264,"This Macbook Pro is fast, powerful, and aspect_term super quiet and cool.",runs,positive,positive,True
265,It's ok but doesn't have a aspect_term which I didn't know until after I bought it.,disk drive,neutral,negative,False
266,"There is no aspect_term, nor is there an aspect_term located anywhere on the device.",HDMI receptacle,neutral,negative,False
267,"There is no aspect_term, nor is there an aspect_term located anywhere on the device.",SD card slot,neutral,negative,False
268,It came in brand new and aspect_term perfectly.,works,positive,positive,True
269,"It shouldn't happen like that, I don't have any aspect_term open or anything.",design app,neutral,neutral,True
270,MY aspect_term IS NOT WORKING.,TRACKPAD,negative,negative,True
271,"It aspect_term and aspect_term solid, with a flawless aspect_term.",looks,positive,positive,True
272,"It aspect_term and aspect_term solid, with a flawless aspect_term.",feels,positive,positive,True
273,"It aspect_term and aspect_term solid, with a flawless aspect_term.",finish,positive,positive,True
274,aspect_term was higher when purchased on MAC when compared to aspect_term showing on PC when I bought this product.,Price,negative,positive,False
275,aspect_term was higher when purchased on MAC when compared to aspect_term showing on PC when I bought this product.,price,positive,positive,True
276,Then the aspect_term would many times not aspect_term without a forced power-off.,system,negative,negative,True
277,Then the aspect_term would many times not aspect_term without a forced power-off.,power down,negative,negative,True
278,The aspect_term is perfect for my needs.,configuration,positive,positive,True
279,and the aspect_term is the worst ever.,speakers,negative,negative,True
280,"Its the best, its got the aspect_term, super easy to aspect_term and love all you can do with the aspect_term!..",looks,positive,positive,True
281,"Its the best, its got the aspect_term, super easy to aspect_term and love all you can do with the aspect_term!..",use,positive,positive,True
282,"Its the best, its got the aspect_term, super easy to aspect_term and love all you can do with the aspect_term!..",trackpad,positive,positive,True
283,aspect_term is smooth and seamless.,Web surfuring,positive,positive,True
284,I'm overall pleased with the aspect_term and the aspect_term of this product.,interface,positive,positive,True
285,I'm overall pleased with the aspect_term and the aspect_term of this product.,portability,positive,positive,True
286,"This item is a beautiful piece, it aspect_term well, it is easy to aspect_term and aspect_term.",works,positive,positive,True
287,"This item is a beautiful piece, it aspect_term well, it is easy to aspect_term and aspect_term.",carry,positive,positive,True
288,"This item is a beautiful piece, it aspect_term well, it is easy to aspect_term and aspect_term.",handle,positive,positive,True
289,"It was also suffering from aspect_term issues, relatively slow aspect_term and shortening aspect_term.",hardware (keyboard),negative,negative,True
290,"It was also suffering from aspect_term issues, relatively slow aspect_term and shortening aspect_term.",performance,negative,negative,True
291,"It was also suffering from aspect_term issues, relatively slow aspect_term and shortening aspect_term.",battery lifetime,negative,negative,True
292,"aspect_term good and does the job, can't complain about that!",Runs,positive,positive,True
293,It's silent and has a very small aspect_term on my desk.,footprint,positive,positive,True
294,The aspect_term is absolutely gorgeous.,exterior,positive,positive,True
295,"It has a very high aspect_term, just for what I needed for.",performance,positive,positive,True
296,Apple is aware of this issue and this is either old stock or a defective aspect_term involving the aspect_term.,design,neutral,neutral,True
297,Apple is aware of this issue and this is either old stock or a defective aspect_term involving the aspect_term.,intel 4000 graphics chipset,neutral,neutral,True
298,aspect_term  soon to upgrade to aspect_term.,OSX Mountain Lion,neutral,neutral,True
299,aspect_term  soon to upgrade to aspect_term.,Mavericks,neutral,neutral,True
300,"I just bought the new MacBook Pro, the 13"" model, and I can't believe Apple keeps making the same mistake with regard to aspect_term.",USB ports,negative,negative,True
301,It aspect_term in less than a second when I open the aspect_term.,wakes,positive,neutral,False
302,It aspect_term in less than a second when I open the aspect_term.,lid,neutral,neutral,True
303,It is the perfect aspect_term and aspect_term for me.,size,positive,positive,True
304,It is the perfect aspect_term and aspect_term for me.,speed,positive,positive,True
305,THE aspect_term IS TERRIFIC!!,CUSTOMER SERVICE,positive,positive,True
306,"My last laptop was a 17"" ASUS gaming machine, which aspect_term admirably, but having since built my own desktop and really settling into the college life, I found myself wanting something smaller and less cumbersome, not to mention that the ASUS had been slowly developing problems ever since I bought it about 4 years ago.",performed,positive,positive,True
307,"However, it did not have any scratches, ZERO aspect_term (pretty surprised), and all the aspect_term seemed to be working perfectly.",battery cycle count,positive,positive,True
308,"However, it did not have any scratches, ZERO aspect_term (pretty surprised), and all the aspect_term seemed to be working perfectly.",hardware,positive,positive,True
309,After fumbling around with the aspect_term I started searching the internet for a fix and found a number of forums on fixing the issue.,OS,negative,negative,True
310,And as for all the fancy aspect_term -- I just gave up and attached a aspect_term.,finger swipes,negative,neutral,False
311,And as for all the fancy aspect_term -- I just gave up and attached a aspect_term.,mouse,neutral,neutral,True
312,"I needed a laptop with big aspect_term, a nice aspect_term and fast so I can aspect_term without any problem.",storage,neutral,positive,False
313,"I needed a laptop with big aspect_term, a nice aspect_term and fast so I can aspect_term without any problem.",screen,neutral,positive,False
314,"I needed a laptop with big aspect_term, a nice aspect_term and fast so I can aspect_term without any problem.",photoshop,neutral,positive,False
315,I like coming back to aspect_term but this laptop is lacking in aspect_term compared to my $400  old HP laptop.,Mac OS,positive,positive,True
316,I like coming back to aspect_term but this laptop is lacking in aspect_term compared to my $400  old HP laptop.,speaker quality,negative,negative,True
317,aspect_term very quickly and safely.,Shipped,positive,positive,True
318,The aspect_term is awesome!,thunderbolt port,positive,positive,True
319,The aspect_term is definitely superior to any computer I've ever put my hands on.,performance,positive,positive,True
320,It's great for aspect_term and other aspect_term.,streaming video,positive,positive,True
